UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5524,L02771,L,299.4,309.6,1589,35.1,57,0,0,0,0,0,0
5525,M01656,M,302.0,312.4,1379,38.7,60,0,0,0,0,0,0
5526,L02772,L,301.8,312.0,1417,35.0,62,0,0,0,0,0,0
5527,M01657,M,298.0,309.8,1554,37.5,65,0,0,0,0,0,0
5528,L02773,L,297.9,308.0,1457,50.8,67,0,0,0,0,0,0
5529,L02774,L,299.2,309.4,1604,38.2,69,0,0,0,0,0,0
5530,L02775,L,299.9,310.6,1706,42.5,71,0,0,0,0,0,0
5531,M01658,M,298.7,309.9,1440,30.1,74,0,0,0,0,0,0
5532,L02776,L,302.1,313.0,1448,33.4,76,0,0,0,0,0,0
5533,M01659,M,300.7,311.2,1420,45.6,79,0,0,0,0,0,0
5534,M01660,M,300.8,309.3,1513,50.0,82,0,0,0,0,0,0
5535,L02777,L,297.5,307.0,1543,41.3,84,0,0,0,0,0,0
5536,L02778,L,302.3,313.2,1540,38.2,86,0,0,0,0,0,0
5537,L02779,L,294.4,304.6,1628,43.0,88,0,0,0,0,0,0
5538,H01099,H,301.7,312.5,1577,24.4,93,0,0,0,0,0,0
5539,M01661,M,301.9,313.8,1532,41.4,96,0,0,0,0,0,0
5540,L02780,L,299.1,308.0,1542,33.7,98,0,0,0,0,0,0
5541,L02781,L,302.5,313.7,1547,44.8,100,0,0,0,0,0,0
5542,M01662,M,299.9,309.5,1532,26.8,103,0,0,0,0,0,0
5543,H01100,H,300.1,311.1,1470,36.2,108,0,0,0,0,0,0
5544,H01101,H,300.7,310.6,1418,39.8,113,0,0,0,0,0,0
5545,M01663,M,306.4,318.5,1552,35.4,116,0,0,0,0,0,0
5546,L02782,L,302.7,312.8,1488,37.7,118,0,0,0,0,0,0
5547,L02783,L,301.4,310.8,1591,45.4,120,0,0,0,0,0,0
5548,L02784,L,298.2,308.6,1545,39.9,122,0,0,0,0,0,0
5549,L02785,L,300.3,310.6,1539,34.4,124,0,0,0,0,0,0
5550,L02786,L,298.4,309.5,1636,45.6,126,0,0,0,0,0,0
5551,L02787,L,301.6,312.1,1398,41.5,128,0,0,0,0,0,0
5552,L02788,L,300.3,312.8,1715,41.8,130,0,0,0,0,0,0
5553,H01102,H,297.8,307.6,1320,34.6,135,0,0,0,0,0,0
5554,M01664,M,300.2,310.1,1683,24.7,138,0,0,0,0,0,0
5555,H01103,H,298.3,307.7,1558,34.6,143,0,0,0,0,0,0
5556,M01665,M,300.3,310.4,1486,34.0,146,0,0,0,0,0,0
5557,L02789,L,298.3,308.5,1391,36.3,148,0,0,0,0,0,0
5558,M01666,M,300.1,310.3,1478,34.9,151,0,0,0,0,0,0
5559,L02790,L,301.5,311.6,1522,40.7,153,0,0,0,0,0,0
5560,M01667,M,299.9,309.3,1557,45.3,156,0,0,0,0,0,0
5561,L02791,L,299.2,308.3,1683,46.5,158,0,0,0,0,0,0
5562,H01104,H,300.4,310.0,1545,45.0,163,0,0,0,0,0,0
5563,L02792,L,301.4,312.5,1570,34.6,165,0,0,0,0,0,0
5564,L02793,L,297.8,309.1,1573,40.4,167,0,0,0,0,0,0
5565,H01105,H,300.5,310.4,1505,49.4,172,0,0,0,0,0,0
5566,L02794,L,302.6,311.7,1519,30.5,174,0,0,0,0,0,0
5567,M01668,M,301.1,311.1,1527,48.1,177,0,0,0,0,0,0
5568,M01669,M,300.1,312.2,1601,34.0,180,0,0,0,0,0,0
5569,H01106,H,301.3,312.3,1447,41.8,185,0,0,0,0,0,0
5570,H01107,H,300.9,311.5,1487,42.5,190,0,0,0,0,0,0
5571,H01108,H,301.5,312.5,1574,41.1,195,0,0,0,0,0,0
5572,L02795,L,296.0,307.5,1430,53.4,197,0,0,0,0,0,0
5573,H01109,H,296.9,305.7,1549,38.2,202,0,0,0,0,0,0
5574,M01670,M,302.0,311.6,1483,30.2,205,0,0,0,0,0,0
5575,M01671,M,297.0,306.5,1589,42.1,208,0,0,0,0,0,0
5576,L02796,L,300.8,311.4,1675,39.0,210,0,0,0,0,0,0
5577,M01672,M,299.3,309.5,1484,43.3,213,0,0,0,0,0,0
5578,H01110,H,298.0,308.8,1614,45.3,218,0,0,0,0,0,0
5579,H01111,H,300.7,310.2,1558,39.8,223,0,0,0,0,0,0
5580,L02797,L,300.4,311.8,1500,42.6,225,0,0,0,0,0,0
5581,L02798,L,304.2,314.2,1539,40.9,227,0,0,0,0,0,0
5582,L02799,L,298.8,309.4,1668,50.8,229,1,0,0,0,1,0
5583,H01112,H,302.9,314.1,1521,37.8,234,0,0,0,0,0,0
5584,M01673,M,300.7,311.8,1669,35.9,3,0,0,0,0,0,0
5585,L02800,L,298.7,309.0,1526,45.3,5,0,0,0,0,0,0
5586,L02801,L,301.6,312.4,1397,34.4,7,0,0,0,0,0,0
5587,L02802,L,301.1,312.9,1523,42.4,9,0,0,0,0,0,0
5588,L02803,L,300.1,310.6,1389,39.0,11,0,0,0,0,0,0
5589,H01113,H,300.5,309.8,1506,39.4,16,0,0,0,0,0,0
5590,M01674,M,298.8,309.4,1502,54.6,19,0,0,0,0,0,0
5591,L02804,L,298.3,308.3,1720,47.4,21,0,0,0,0,0,0
5592,M01675,M,301.5,309.2,1699,46.1,24,0,0,0,0,0,0
5593,L02805,L,299.6,310.0,1547,43.2,26,0,0,0,0,0,0
5594,H01114,H,299.8,310.0,1659,35.9,31,0,0,0,0,0,0
5595,L02806,L,300.6,311.7,1498,41.6,33,0,0,0,0,0,0
5596,L02807,L,300.5,309.8,1395,43.5,35,0,0,0,0,0,0
5597,L02808,L,297.1,305.6,1591,41.2,37,0,0,0,0,0,0
5598,M01676,M,302.6,312.7,1574,40.6,40,0,0,0,0,0,0
5599,M01677,M,300.2,310.6,1444,37.6,43,0,0,0,0,0,0
5600,M01678,M,299.6,309.7,1449,41.6,46,0,0,0,0,0,0
5601,L02809,L,300.9,310.9,1632,36.8,48,0,0,0,0,0,0
5602,L02810,L,300.5,309.4,1370,44.2,50,0,0,0,0,0,0
5603,L02811,L,301.5,311.4,1594,27.9,52,0,0,0,0,0,0
5604,M01679,M,301.1,310.7,1507,48.2,55,0,0,0,0,0,0
5605,L02812,L,301.4,312.5,1594,32.1,57,0,0,0,0,0,0
5606,M01680,M,302.7,313.1,1637,33.6,60,0,0,0,0,0,0
5607,H01115,H,301.8,311.5,1451,42.5,65,0,0,0,0,0,0
5608,H01116,H,299.7,311.4,1424,43.2,70,0,0,0,0,0,0
5609,L02813,L,297.8,307.5,1685,52.5,72,1,0,0,1,0,0
5610,L02814,L,303.3,313.9,1532,41.8,74,0,0,0,0,0,0
5611,L02815,L,299.5,309.4,1571,39.8,76,0,0,0,0,0,0
5612,M01681,M,299.1,310.7,1629,41.1,79,0,0,0,0,0,0
5613,H01117,H,296.5,306.6,1442,49.5,84,0,0,0,0,0,0
5614,L02816,L,300.7,310.8,1628,54.5,86,1,0,0,1,0,0
5615,L02817,L,300.3,310.2,1602,38.9,88,0,0,0,0,0,0
5616,H01118,H,297.0,307.2,1685,43.3,93,0,0,0,0,0,0
5617,H01119,H,300.9,312.1,1683,39.6,98,0,0,0,0,0,0
5618,L02818,L,299.0,309.8,1544,39.4,100,0,0,0,0,0,0
5619,M01682,M,305.4,315.4,1613,51.3,103,0,0,0,0,0,0
5620,L02819,L,298.9,310.6,1542,34.4,105,0,0,0,0,0,0
5621,L02820,L,299.1,310.0,1553,26.0,107,0,0,0,0,0,0
5622,H01120,H,298.3,307.8,1425,41.9,112,0,0,0,0,0,0
5623,H01121,H,302.6,311.2,1516,47.2,117,0,0,0,0,0,0
5624,M01683,M,299.3,308.8,1359,41.3,120,0,0,0,0,0,0
5625,L02821,L,298.6,309.0,1524,43.0,122,0,0,0,0,0,0
5626,H01122,H,301.4,312.0,1670,44.5,127,0,0,0,0,0,0
5627,L02822,L,297.2,308.6,1616,40.7,129,0,0,0,0,0,0
5628,L02823,L,301.3,310.2,1549,43.3,131,0,0,0,0,0,0
5629,M01684,M,303.6,313.1,1518,43.2,134,0,0,0,0,0,0
5630,L02824,L,301.1,310.0,1484,28.2,136,0,0,0,0,0,0
5631,M01685,M,301.3,309.9,1446,40.7,139,0,0,0,0,0,0
5632,M01686,M,301.7,311.1,1620,30.6,142,0,0,0,0,0,0
5633,L02825,L,303.4,313.8,1384,39.8,144,0,0,0,0,0,0
5634,L02826,L,302.4,313.2,1382,37.0,146,0,0,0,0,0,0
5635,L02827,L,300.9,309.9,1628,46.2,148,0,0,0,0,0,0
5636,L02828,L,301.8,311.0,1559,41.5,150,0,0,0,0,0,0
5637,M01687,M,298.2,306.4,1542,42.8,153,0,0,0,0,0,0
5638,H01123,H,301.6,311.8,1559,38.9,158,0,0,0,0,0,0
5639,L02829,L,298.0,307.3,1739,46.3,160,0,0,0,0,0,0
5640,L02830,L,299.3,310.9,1544,30.4,162,0,0,0,0,0,0
5641,M01688,M,293.8,304.2,1567,34.6,165,0,0,0,0,0,0
5642,H01124,H,300.8,310.6,1744,47.7,170,0,0,0,0,0,0
5643,L02831,L,298.7,308.1,1532,37.4,172,0,0,0,0,0,0
5644,L02832,L,302.2,310.7,1711,27.1,174,0,0,0,0,0,0
5645,M01689,M,300.8,309.4,1327,48.7,177,0,0,0,0,0,0
5646,L02833,L,302.2,311.6,1422,46.5,179,0,0,0,0,0,0
5647,L02834,L,297.8,307.1,1471,44.3,181,0,0,0,0,0,0
5648,M01690,M,302.1,311.1,1596,40.6,184,0,0,0,0,0,0
5649,M01691,M,304.2,314.6,1715,50.0,187,0,0,0,0,0,0
5650,M01692,M,301.5,312.0,1479,47.6,190,0,0,0,0,0,0
5651,M01693,M,301.6,311.1,1636,49.3,193,0,0,0,0,0,0
5652,M01694,M,300.3,312.3,1762,44.2,196,0,0,0,0,0,0
5653,L02835,L,299.0,307.2,1694,40.7,198,0,0,0,0,0,0
5654,L02836,L,301.5,311.6,1498,37.6,200,0,0,0,0,0,0
5655,L02837,L,297.0,306.8,1625,32.4,202,0,0,0,0,0,0
5656,L02838,L,299.2,308.6,1572,43.0,204,0,0,0,0,0,0
5657,M01695,M,296.5,305.8,1472,43.5,207,0,0,0,0,0,0
5658,H01125,H,298.6,308.6,1581,37.9,212,0,0,0,0,0,0
5659,H01126,H,301.3,311.1,1491,43.7,217,0,0,0,0,0,0
5660,M01696,M,301.0,310.6,1550,38.0,220,0,0,0,0,0,0
5661,L02839,L,300.1,308.8,1400,45.2,222,0,0,0,0,0,0
5662,L02840,L,300.3,308.7,1362,34.7,224,1,0,1,0,0,0
5663,H01127,H,296.2,305.9,1509,33.7,229,0,0,0,0,0,0
5664,M01697,M,299.3,308.9,1570,38.6,232,0,0,0,0,0,0
5665,M01698,M,298.6,308.4,1425,45.0,3,0,0,0,0,0,0
5666,M01699,M,298.7,308.6,1591,33.0,6,0,0,0,0,0,0
5667,M01700,M,301.2,310.7,1542,46.3,9,0,0,0,0,0,0
5668,H01128,H,298.3,308.1,1603,30.1,14,0,0,0,0,0,0
5669,L02841,L,298.8,307.9,1633,38.5,16,0,0,0,0,0,0
5670,M01701,M,295.8,307.3,1672,31.5,19,0,0,0,0,0,0
5671,H01129,H,299.4,308.6,1598,24.3,24,0,0,0,0,0,0
5672,L02842,L,297.8,307.5,1508,42.2,26,0,0,0,0,0,0
5673,M01702,M,300.2,309.4,1557,38.9,29,0,0,0,0,0,0
5674,L02843,L,298.1,307.4,1771,31.6,31,0,0,0,0,0,0
5675,H01130,H,300.2,310.2,1637,36.9,36,0,0,0,0,0,0
5676,L02844,L,299.7,309.6,1545,42.7,38,0,0,0,0,0,0
5677,M01703,M,303.3,312.9,1523,37.8,41,0,0,0,0,0,0
5678,L02845,L,301.0,310.7,1478,38.8,43,0,0,0,0,0,0
5679,M01704,M,296.3,305.6,1419,37.6,46,0,0,0,0,0,0
5680,L02846,L,297.5,307.9,1709,36.5,48,0,0,0,0,0,0
5681,L02847,L,300.1,312.2,1586,36.4,50,0,0,0,0,0,0
5682,L02848,L,298.1,307.3,1411,36.3,52,0,0,0,0,0,0
5683,H01131,H,294.1,304.5,1525,35.5,57,0,0,0,0,0,0
5684,L02849,L,302.7,312.7,1665,33.9,59,0,0,0,0,0,0
5685,L02850,L,301.4,312.1,1493,37.7,61,0,0,0,0,0,0
5686,M01705,M,301.0,311.7,1457,36.2,64,0,0,0,0,0,0
5687,M01706,M,298.8,309.0,1574,33.6,67,0,0,0,0,0,0
5688,H01132,H,300.9,310.8,1604,44.6,72,0,0,0,0,0,0
5689,L02851,L,298.6,308.2,1493,47.4,74,0,0,0,0,0,0
5690,M01707,M,300.4,309.6,1478,40.0,77,0,0,0,0,0,0
5691,L02852,L,298.2,308.1,1584,40.4,79,0,0,0,0,0,0
5692,L02853,L,303.0,311.7,1426,35.8,81,0,0,0,0,0,0
5693,M01708,M,296.9,306.3,1484,46.4,84,0,0,0,0,0,0
5694,M01709,M,302.5,313.6,1526,50.4,87,0,0,0,0,0,0
5695,M01710,M,300.1,310.2,1612,39.0,90,0,0,0,0,0,0
5696,L02854,L,299.0,309.9,1495,36.9,92,0,0,0,0,0,0
5697,L02855,L,300.3,311.8,1594,42.0,94,0,0,0,0,0,0
5698,L02856,L,301.5,311.3,1655,40.8,96,0,0,0,0,0,0
5699,H01133,H,302.7,312.9,1487,37.0,101,0,0,0,0,0,0
5700,L02857,L,300.6,310.3,1860,42.8,103,0,0,0,0,0,0
5701,L02858,L,298.2,307.4,1680,45.6,105,0,0,0,0,0,0
5702,L02859,L,300.1,309.2,1565,35.3,107,0,0,0,0,0,0
5703,M01711,M,303.6,314.5,1520,55.3,110,0,0,0,0,0,0
5704,L02860,L,302.7,312.9,1482,30.8,112,0,0,0,0,0,0
5705,H01134,H,301.8,313.7,1704,34.9,117,0,0,0,0,0,0
5706,L02861,L,301.6,312.6,1559,41.4,119,0,0,0,0,0,0
5707,H01135,H,301.4,310.7,1394,53.5,124,0,0,0,0,0,0
5708,L02862,L,302.3,313.2,1367,36.6,126,0,0,0,0,0,0
5709,M01712,M,299.1,308.8,1549,33.6,129,0,0,0,0,0,0
5710,H01136,H,297.3,308.5,1551,43.3,134,0,0,0,0,0,0
5711,L02863,L,300.1,309.7,1446,38.5,136,0,0,0,0,0,0
5712,H01137,H,298.4,307.3,1387,44.0,141,0,0,0,0,0,0
5713,L02864,L,297.9,307.1,1342,39.6,143,0,0,0,0,0,0
5714,H01138,H,298.6,307.8,1462,34.9,148,0,0,0,0,0,0
5715,M01713,M,305.0,314.1,1502,54.1,151,0,0,0,0,0,0
5716,L02865,L,300.3,309.7,1607,22.3,153,0,0,0,0,0,0
5717,L02866,L,300.7,311.6,1525,50.9,155,0,0,0,0,0,0
5718,L02867,L,297.6,309.4,1644,45.6,157,0,0,0,0,0,0
5719,L02868,L,296.3,305.0,1599,35.5,159,0,0,0,0,0,0
5720,L02869,L,298.4,309.6,1589,51.2,161,0,0,0,0,0,0
5721,L02870,L,302.9,312.4,1636,31.8,163,0,0,0,0,0,0
5722,L02871,L,300.7,311.0,1399,46.0,165,0,0,0,0,0,0
5723,M01714,M,301.2,309.5,1484,27.5,168,0,0,0,0,0,0
5724,L02872,L,301.5,312.0,1778,33.1,170,0,0,0,0,0,0
5725,L02873,L,298.8,306.8,1347,33.1,172,1,0,1,0,0,0
5726,M01715,M,302.8,313.1,1508,35.5,175,0,0,0,0,0,0
5727,L02874,L,298.7,309.0,1586,40.1,177,0,0,0,0,0,0
5728,L02875,L,302.8,313.0,1350,35.0,179,0,0,0,0,0,0
5729,L02876,L,300.9,310.1,1463,27.8,181,0,0,0,0,0,0
5730,H01139,H,296.4,307.0,1738,42.8,186,0,0,0,0,0,0
5731,H01140,H,298.5,308.9,1555,40.3,191,0,0,0,0,0,0
5732,L02877,L,296.4,306.2,1481,42.5,193,0,0,0,0,0,0
5733,M01716,M,302.3,313.0,1559,41.0,196,0,0,0,0,0,0
5734,M01717,M,300.0,309.9,1480,45.7,199,0,0,0,0,0,0
5735,M01718,M,295.5,306.1,1709,39.5,202,0,0,0,0,0,0
5736,M01719,M,300.8,310.6,1439,46.1,205,0,0,0,0,0,0
5737,M01720,M,298.9,309.1,1486,35.3,208,0,0,0,0,0,0
5738,L02878,L,297.0,307.6,1389,35.7,210,0,0,0,0,0,0
5739,L02879,L,303.4,313.0,1508,48.3,212,0,0,0,0,0,0
5740,L02880,L,300.2,309.0,1521,48.1,214,0,0,0,0,0,0
5741,H01141,H,299.4,309.7,1658,43.4,219,0,0,0,0,0,0
5742,M01721,M,299.2,310.4,1436,34.7,222,0,0,0,0,0,0
5743,H01142,H,297.0,307.3,1586,34.2,5,0,0,0,0,0,0
5744,H01143,H,297.4,307.7,1547,48.0,10,0,0,0,0,0,0
5745,L02881,L,302.6,312.5,1349,47.6,12,0,0,0,0,0,0
5746,M01722,M,299.1,309.8,1465,39.6,15,0,0,0,0,0,0
5747,M01723,M,300.0,309.9,1461,54.1,18,0,0,0,0,0,0
5748,H01144,H,295.9,305.5,1706,42.8,23,0,0,0,0,0,0
5749,H01145,H,297.4,308.5,1593,33.4,28,0,0,0,0,0,0
5750,M01724,M,301.2,310.7,1552,38.3,31,0,0,0,0,0,0
5751,L02882,L,300.8,311.6,1168,40.0,33,0,0,0,0,0,0
5752,M01725,M,303.5,314.6,1347,40.5,36,0,0,0,0,0,0
5753,L02883,L,302.7,313.3,1611,47.5,38,0,0,0,0,0,0
5754,M01726,M,299.5,308.3,1616,34.3,41,0,0,0,0,0,0
5755,H01146,H,300.9,311.0,1464,32.0,46,0,0,0,0,0,0
5756,L02884,L,299.4,309.2,1541,43.6,48,0,0,0,0,0,0
5757,M01727,M,304.1,313.6,1534,37.0,51,0,0,0,0,0,0
5758,L02885,L,302.3,312.4,1555,54.5,53,0,0,0,0,0,0
5759,L02886,L,300.3,311.1,1501,45.7,55,0,0,0,0,0,0
5760,L02887,L,300.4,309.9,1620,36.8,57,0,0,0,0,0,0
5761,M01728,M,302.9,312.7,1649,47.3,60,0,0,0,0,0,0
5762,H01147,H,301.2,310.9,1442,44.4,65,0,0,0,0,0,0
5763,H01148,H,303.1,314.3,1419,43.8,70,0,0,0,0,0,0
5764,L02888,L,295.6,305.4,1458,39.3,72,0,0,0,0,0,0
5765,H01149,H,300.9,309.7,1543,42.5,77,0,0,0,0,0,0
5766,M01729,M,299.0,307.4,1574,27.4,80,0,0,0,0,0,0
5767,L02889,L,303.5,313.9,1617,47.9,82,0,0,0,0,0,0
5768,L02890,L,303.1,312.3,1635,19.4,84,1,0,0,1,0,0
5769,L02891,L,300.1,310.7,1574,37.3,86,0,0,0,0,0,0
5770,H01150,H,303.1,311.7,1561,30.4,91,0,0,0,0,0,0
5771,M01730,M,303.6,313.0,1703,37.0,94,0,0,0,0,0,0
5772,M01731,M,300.1,308.8,1539,39.6,97,0,0,0,0,0,0
5773,L02892,L,304.9,315.4,1597,32.8,99,0,0,0,0,0,0
5774,M01732,M,299.9,310.6,1570,23.4,102,0,0,0,0,0,0
5775,L02893,L,299.6,309.9,1521,41.2,104,0,0,0,0,0,0
5776,L02894,L,301.7,310.6,1521,52.5,106,0,0,0,0,0,0
5777,M01733,M,299.3,308.5,1670,37.9,109,0,0,0,0,0,0
5778,L02895,L,300.2,310.4,1529,45.8,111,0,0,0,0,0,0
5779,H01151,H,302.8,311.1,1503,49.0,116,0,0,0,0,0,0
5780,L02896,L,300.0,309.8,1464,28.6,118,0,0,0,0,0,0
5781,M01734,M,296.6,308.1,1580,37.3,121,0,0,0,0,0,0
5782,L02897,L,300.7,310.6,1487,32.3,123,0,0,0,0,0,0
5783,M01735,M,298.6,307.1,1571,35.2,126,0,0,0,0,0,0
5784,L02898,L,301.7,311.1,1556,50.2,128,0,0,0,0,0,0
5785,L02899,L,301.4,310.8,1495,41.3,130,0,0,0,0,0,0
5786,H01152,H,302.9,315.1,1398,44.7,135,0,0,0,0,0,0
5787,L02900,L,301.8,313.5,1435,39.7,137,0,0,0,0,0,0
5788,H01153,H,302.2,312.9,1451,32.7,142,0,0,0,0,0,0
5789,H01154,H,298.7,308.3,1438,44.1,147,0,0,0,0,0,0
5790,L02901,L,301.6,312.8,1584,47.5,149,0,0,0,0,0,0
5791,L02902,L,303.9,312.8,1751,41.9,151,0,0,0,0,0,0
5792,M01736,M,298.6,309.7,1487,42.9,154,0,0,0,0,0,0
5793,H01155,H,303.6,314.5,1500,32.6,159,0,0,0,0,0,0
5794,H01156,H,298.9,308.7,1480,44.2,164,0,0,0,0,0,0
5795,M01737,M,298.3,309.4,1624,48.1,167,0,0,0,0,0,0
5796,M01738,M,300.6,310.1,1581,42.4,170,0,0,0,0,0,0
5797,L02903,L,301.4,310.2,1536,29.2,172,0,0,0,0,0,0
5798,H01157,H,301.8,312.8,1417,49.8,177,0,0,0,0,0,0
5799,H01158,H,298.1,308.0,1441,34.3,182,0,0,0,0,0,0
5800,L02904,L,300.9,311.5,1556,42.3,184,0,0,0,0,0,0
5801,L02905,L,298.6,310.4,1560,45.7,186,0,0,0,0,0,0
5802,L02906,L,297.0,306.3,1536,46.5,188,0,0,0,0,0,0
5803,L02907,L,298.1,308.0,1604,29.2,190,0,0,0,0,0,0
5804,H01159,H,298.5,310.1,1416,40.7,195,0,0,0,0,0,0
5805,L02908,L,301.0,311.7,1568,40.3,197,0,0,0,0,0,0
5806,L02909,L,302.3,311.6,1563,48.6,199,0,0,0,0,0,0
5807,L02910,L,297.1,306.1,1442,42.8,201,0,0,0,0,0,0
5808,H01160,H,300.7,310.2,1478,48.7,206,0,0,0,0,0,0
5809,M01739,M,297.6,306.9,1607,43.2,209,0,0,0,0,0,0
5810,L02911,L,301.3,311.5,1424,39.6,211,0,0,0,0,0,0
5811,L02912,L,298.8,308.8,1784,41.2,213,0,0,0,0,0,0
5812,H01161,H,297.9,308.2,1594,49.1,5,0,0,0,0,0,0
5813,H01162,H,301.6,310.8,1532,32.2,10,0,0,0,0,0,0
5814,L02913,L,298.8,308.8,1513,45.4,12,0,0,0,0,0,0
5815,L02914,L,299.4,307.3,1617,36.2,14,0,0,0,0,0,0
5816,L02915,L,295.6,305.7,1497,34.9,16,0,0,0,0,0,0
5817,L02916,L,301.9,313.1,1501,46.1,18,0,0,0,0,0,0
5818,M01740,M,301.6,310.2,1683,34.7,21,0,0,0,0,0,0
5819,H01163,H,300.0,310.5,1491,42.3,26,0,0,0,0,0,0
5820,L02917,L,296.9,306.3,1552,37.1,28,0,0,0,0,0,0
5821,H01164,H,302.4,313.2,1462,25.9,33,0,0,0,0,0,0
5822,L02918,L,298.7,308.8,1564,42.9,35,0,0,0,0,0,0
5823,M01741,M,299.1,309.5,1596,40.8,38,0,0,0,0,0,0
5824,M01742,M,304.6,314.7,1706,28.5,41,0,0,0,0,0,0
5825,L02919,L,298.6,309.9,1444,35.8,43,0,0,0,0,0,0
5826,L02920,L,301.5,311.8,1393,29.2,45,0,0,0,0,0,0
5827,M01743,M,301.1,310.4,1511,44.4,48,0,0,0,0,0,0
5828,L02921,L,300.8,310.9,1476,48.3,50,0,0,0,0,0,0
5829,L02922,L,300.6,310.2,1536,45.1,52,0,0,0,0,0,0
5830,M01744,M,300.8,310.9,1590,45.9,55,0,0,0,0,0,0
5831,H01165,H,300.5,310.1,1765,36.9,60,0,0,0,0,0,0
5832,L02923,L,299.9,309.2,1493,43.3,62,0,0,0,0,0,0
5833,H01166,H,303.0,313.2,1317,39.9,67,0,0,0,0,0,0
5834,L02924,L,297.4,307.4,1514,41.1,69,0,0,0,0,0,0
5835,M01745,M,302.0,313.1,1573,45.7,72,0,0,0,0,0,0
5836,M01746,M,301.6,311.2,1441,47.1,75,0,0,0,0,0,0
5837,H01167,H,301.4,309.4,1561,37.7,80,0,0,0,0,0,0
5838,L02925,L,302.2,311.9,1552,31.6,82,0,0,0,0,0,0
5839,M01747,M,299.8,308.2,1564,38.9,85,0,0,0,0,0,0
5840,M01748,M,296.3,306.7,1617,38.7,88,0,0,0,0,0,0
5841,L02926,L,299.9,308.2,1530,41.7,90,0,0,0,0,0,0
5842,L02927,L,298.0,307.0,1593,45.0,92,0,0,0,0,0,0
5843,L02928,L,298.5,308.2,1358,28.5,94,0,0,0,0,0,0
5844,L02929,L,297.5,309.1,1442,36.0,96,0,0,0,0,0,0
5845,H01168,H,299.0,308.0,1504,34.2,101,0,0,0,0,0,0
5846,L02930,L,298.8,308.8,1437,47.5,103,0,0,0,0,0,0
5847,L02931,L,295.2,305.8,1539,38.7,105,0,0,0,0,0,0
5848,M01749,M,301.4,312.9,1504,36.9,108,0,0,0,0,0,0
5849,L02932,L,304.4,315.2,1492,43.2,110,0,0,0,0,0,0
5850,M01750,M,301.2,312.3,1626,36.4,113,0,0,0,0,0,0
5851,L02933,L,299.6,310.5,1546,39.9,115,0,0,0,0,0,0
5852,H01169,H,299.9,308.7,1430,50.9,120,0,0,0,0,0,0
5853,H01170,H,299.2,309.5,1478,50.7,125,0,0,0,0,0,0
5854,H01171,H,300.2,311.0,1613,37.6,130,0,0,0,0,0,0
5855,L02934,L,299.9,309.0,1558,38.9,132,0,0,0,0,0,0
5856,M01751,M,298.3,307.7,1658,36.3,135,0,0,0,0,0,0
5857,L02935,L,303.4,312.6,1623,28.4,137,0,0,0,0,0,0
5858,L02936,L,297.0,307.8,1499,46.2,139,0,0,0,0,0,0
5859,L02937,L,301.4,311.4,1682,54.5,141,1,0,0,1,0,0
5860,M01752,M,299.8,309.5,1690,37.3,144,0,0,0,0,0,0
5861,L02938,L,303.8,312.5,1359,35.1,146,0,0,0,0,0,0
5862,M01753,M,300.7,310.6,1541,38.4,149,0,0,0,0,0,0
5863,L02939,L,299.3,308.7,1483,40.5,151,0,0,0,0,0,0
5864,L02940,L,299.5,309.7,1512,33.2,153,0,0,0,0,0,0
5865,M01754,M,300.1,308.9,1456,37.2,156,0,0,0,0,0,0
5866,L02941,L,297.7,307.9,1444,46.1,158,0,0,0,0,0,0
5867,M01755,M,298.5,308.0,1628,40.8,161,0,0,0,0,0,0
5868,L02942,L,296.4,305.2,1421,47.6,163,0,0,0,0,0,0
5869,H01172,H,298.2,306.8,1547,42.2,168,0,0,0,0,0,0
5870,M01756,M,300.2,309.0,1403,33.5,171,0,0,0,0,0,0
5871,L02943,L,300.6,310.4,1665,36.5,173,0,0,0,0,0,0
5872,L02944,L,296.0,306.2,1541,41.5,175,0,0,0,0,0,0
5873,M01757,M,299.7,310.0,1613,33.3,178,0,0,0,0,0,0
5874,H01173,H,301.1,311.4,1558,32.5,183,0,0,0,0,0,0
5875,L02945,L,299.7,308.9,1513,32.8,185,0,0,0,0,0,0
5876,L02946,L,298.7,309.8,1545,43.1,187,0,0,0,0,0,0
5877,H01174,H,299.2,308.7,1689,37.8,192,0,0,0,0,0,0
5878,M01758,M,298.9,309.4,1448,47.1,195,0,0,0,0,0,0
5879,L02947,L,298.7,308.6,1283,34.6,197,0,0,0,0,0,0
5880,L02948,L,300.3,310.7,1459,25.3,199,0,0,0,0,0,0
5881,L02949,L,304.6,314.4,1417,39.2,201,0,0,0,0,0,0
5882,M01759,M,298.5,308.9,1635,49.9,204,0,0,0,0,0,0
5883,L02950,L,299.4,309.4,1520,40.2,206,0,0,0,0,0,0
5884,H01175,H,299.9,310.7,1621,31.8,211,0,0,0,0,0,0
5885,L02951,L,298.6,307.8,1541,30.3,213,0,0,0,0,0,0
5886,L02952,L,302.2,310.4,1539,47.2,215,0,0,0,0,0,0
5887,M01760,M,295.3,304.3,1554,35.2,3,0,0,0,0,0,0
5888,H01176,H,298.9,310.0,1686,49.3,8,0,0,0,0,0,0
5889,H01177,H,301.6,311.5,1557,43.9,13,0,0,0,0,0,0
